,Title,Company,Location,Description,URLs
11,Business/Data Analyst,Tundra Restaurant Supply,"Boulder, CO 80301",The role is part of the Project Management organization and will work on multiple projects simultaneously to achieve goals by translating business data into...,http://www.indeed.com/rc/clk?jk=6b0157a74c228a3f&fccid=7af2bd7e1bc3288d&vjs=3
12,​ Market Data Energy Analyst,"Ascend Analytics, LLC","Boulder, CO 80304 (Central Boulder area)","Background in data science, data harvesting, econometrics, statistics, time series forecasting. As the Market Data Energy Analyst, you will be responsible for...",http://www.indeed.com/rc/clk?jk=bfe0a1f75feeeb7f&fccid=2c6337eeaa75c979&vjs=3
13,Data Analyst - Verity,HealthStream,None,"Verity, a HealthStream Company is looking for a Data Analyst to coordinate, plan and transfer data from client data sources to company software products using...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BAWbc7Q1165t9pufWZKv6t4AtynM8WkNN3TOajL_P37zU3yIaGBDV3ETzP_uuKdREzlHtqJHJWS7Ot4p0--_BlC0WXRx4lR2DrQTVStNmVzDIzoUgjgr5Om1UucW7mNovekRxfZeD8GvlAT69Mx6yiJfCnTMsGWUHmzk-0QbzXk2lEP98VT1dbetF_g9hDJqpx0wVmToCo81SjiOc96gIJdGcwaa01x2oi2qHooYVDAlhgK5YS5HmE2lSRjuNAugIsZKBcbU_GnP6mIRtySfS-Gz99E7mgWVreWi6hlpmXiI4CQM_YqLTlCsZTL9IAfmkCVFAC9dZItEVeSnkdlqluunfKRD9E9VQ3QnMplHHaQgp04Rn4agXf1AZd4so6zdyJOdXFXgzaag4adyFObM7E9gTvZ1mOxnkZncffdgTP56NTbCbMNm_Shdu4Bk0pyVMpD4C1aIXjf1TGYje-7MuTvwRh9RSvRdA8SKBzIf_adtkuPLYIg1avujwsbDuOwJAjMgdB3FQZJII32GlyTHUdDmEnQHwndRpH8ltrsZefzdgvenncVfx-Wq42uUeRkEz_9PXbd0ZBMShYtyXGaBZQZjQOnfvL-0fUr399QFcNkQ==&vjs=3&p=4&sk=&fvj=0
14,Data Analyst,ANB Bank,None,"Manages data quality of the data warehouse, working with technical teams to ensure confidentiality, integrity and availability of data....",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AnZiEHv30vA33BBdBk0Fk92wxRNnIxyAQtUp0bpAb-wezybR20RLSuhc1VTLLs8cP8Bm2qLLtD9XwdBsonwtprYJ6OZmDIvJu8EodqXD1_cBLpAdHml_x2IXJIUa-HCNF6n3Ao17gk_Ty77b_Gv-orULUPSjlfUyNDT7GW2cWjRiWO-3WRuAixH2bA2QBZ5h7geFuZq3g1gGgbAtktZaDi7luXF3xEQVCcCH6X1y3KeALM7fKtuZ2Ye9_xftHLThyefxw3QJe3eibtQnFqZOf8JqP8gniVx75H9HFqCcNR6mLJUzlMX4lV1Vqfz7T_asXqKhE_GQyjDffsM8rApcLAoDUAaIFeC96nkTIzSWjxIUFgQf06LVzPZEl_ZSUgLUGUfLTdJEs1onjKPM1FqJC3WJbo3jepe-FC7HFjC7Tg-1MDrbK8vuGf9BNXgeAQDo8=&vjs=3&p=5&sk=&fvj=0
0,Retail Data Analyst,The Plant Stand of Arizona,None,"All Retail Data Analysts are eligible for vacation, 401k, paid holidays and annual performance reviews. The ideal candidate for our Retail Data Analyst position...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5zhD2ezxMYx4EHJ6VNOLZqn_jAJx9HOTaRpCycMK74MlT_R45Omn7bMgaNUbxqmbXPFtGMqAjgO8jbRJiDtr31EBElEFl5yWiA1TKF44PlANTrkaJAPyL4zBIDRb8-eiqZeSp93pTQIKzbSe0CwE7yWvqQMDSK-YQPXAVIEAAaHyB2M-o434-p6_tZeDT5nu0WGPfz_IX5-26TiXw0c_YsfYg04gbnPIwvhijTgNxMJRQ9x82yN9BDaZ7Uxkui7_3KNIBoJ0BJ76Vp8owALsF_4qX6RIDubBJ3yrygDKYK3OBrQ43ZKHjzUiLk36qw5CRkltky95ttv2Vlwv3Wbp9H9w4rFWVjt-pHmZjCaeQt5TKphpx0ToiK3GtUvVhcy2uxuwxrfbF8i8WEKFKtms3pHNyVLvzlnPTQKfESD8WA2GPzGqyOU3e&vjs=3&p=1&sk=&fvj=1
1,Data Analyst,Cancer Treatment Centers of America,None,"Therefore, the Data Analyst must ensure the validity and reliability of data within the various Information Services (IS) systems....",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CgOeAhmEzScNAtH9dtdAR_6UkBk9qoOMCFvCQXyiq-xM9taCvEevKfYgBiM4GQQ7B5BvhQI5EGTj_15n5xctXMNiET0jItq9PSyGrBavzbu-57RHifGpRb4CbhT1qIWWo9EPPOzdD8I-8xLNe_iFDdsI3LCx8cj-rIax3aIbcr8xese3qI7WHjmDgEQqG4ETV5ZRQooakaTFDbiyiKc6pPpi8TyHd7L2v7i7j53ym5RwRrIFJ0qe8zDMd_Qrqs8N2Pyk5CuYF93GWx9iYXvY47yFd5E0pXhaUdbSbqc3fd3B0eKiSEAEWk2zl5Jslohx6jIiSGxhA0Prj8cYoNYAtQQ7qLpbBC3TZWKXDtiXywrwcEkTRT9Z4H5rEimJvmbXNG3zHrpQQYACpswxz82WdnRN_ahsHGnXPOD5rvUInsOJY_uzub_864p6WoItkl-qtHXmI16ikjGDPl2jIxlXScd8lRZhPL4BY=&vjs=3&p=2&sk=&fvj=0
2,User Experience Research Analyst,Paypal,None,"Strong data analytical skills. The User Experience Research Analyst will be a subject matter expert on collecting, analyzing and presenting data gathered from...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dn2BJrTT_MS3KLsmM1n0D6dEWYv-qvNCIwtrt37CnWGCJohfXzqRmpuDizmlYPDzcc_MhhkFDs8jpJUw3NHlsuWkc123spjBGohzoZxynWkdJwTGpJnu6zB__j5iOtm7nXS2QW_c19rfeslV9cK27-DcEQI8mcVRs8-i4jCWFqFfzsMErpBInPGQK7-2-LtKTykhoZo8jZGX0NshD2Tl9vKJtRlrCaYSV59JQW14FwwTjG6KiUGMZx-0GrPD-G8mhNcrs271Wy0ShYi99oudjOGeoTYfdTxGbwtbC3ZFYgt1Se_LKYZm4C22BHOYe__do1y1S2Ny84PS7NHHsY4fd14LahQ5eU_ucPC2mx10EtY48cOs9h7K2fd6YnJlz2-9B0rBXsi8P68mF4sA0SCINhtKcRrRju_xZbqym3IqoRvi8jLkIZ83a2al4AqFPy3Zt1VjjDUgRRH9A2E-RgjXpgV8dTfo2w2sRTzXMCjnCYKmw5t3UrwheiyZ81b7FvJOz_bOWJvTz1asw6A92Y2V-A9MDMGOrVjV4RRCryiK7D6jfkRUGKwWBU927ZqWTAbUTrHNckllKSirq_d5xfOYW3x12Bw1ZNVjTo_OLE6YN4FcnbbDIytlBvd9DYj2GnV8ZhxSRFjWS4iCZ0f0hO4rVBuW5M_43YVeS-NmHAcJltfJPwap_lk7XZgid0HKiRyfPRj3L7QipNxfJI4EfVXBMZ_IFC9y-40tmtGD4nzxl-NZTvnghjK6vEOXR7W5eJUe93vDbch6q9-quQ9v2jvtfrNH3i-G1pTypah_7QWUSNNuXRIGoXV7oSzYCxptFs2Tv2MZzLvUiZLoZHyRSFIhkfcXigMBvHDvPbi3bJYSEZXo6pZUA_0THuq1rAv4WLhCnxMhh3-2rdCsMWMt2AKHWjXOMvetpDQ_g-5ZqcExoywNSCIM_9Vk-k5nJN0GTW-w89S8PGo36AnhME-AYVFwcxoTd4EuHlxdencvPDowL001qzRoNpsRajOitQ8t9JZ4x-Ws6hjgIlwAtZsRlBUzZn&vjs=3&p=3&sk=&fvj=0
3,Financial Analyst,"Insight Enterprises, Inc.",None,"As a Financial Analyst at Insight you’ll join a team of experienced financial reporting analysts, and forecasting experts....",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BNxlz8woFJWlVkENbSeo0DOdnBLaExJqT7M78x2UZLriZAYknZqvaVOfpqa4jzy33U8MpiA6LcysHckh0bHQpE3z8wHhIl0fHsSMBwsTFg_1AoYhPSPfR3pUrn-j8iKlRhIeVb02BmH20uX_7VJVRE3MoTQqGXEELj7ihpEMV_qZq0Wp1au8Np_6MS1SdP1ADNiT6vVZdIz3OTpNV7A4w_9bqmYdfsI5M6J8PiAkInRLIaiAp23YbzKDenmg0MQdcI9X7L2Q0ZsIU4j2uZGclVJcuoV5wWIZ_SfLbepMGoKTQD5ouBIz4E_eWkTjqnza_WXQTUuND-dyjP0zlS3Iea7TT2910dvK4GlhHpeVUMXVIaq4BRRhLvDsSXcX0ombsnGGzT8dDPQ3Pm3ziZE9v5OxKynkAJhIsN1i-FyVsDuorjhQtSbTDUGAdlBq1p3AE=&vjs=3&p=4&sk=&fvj=1
4,Data Analyst,Concept Technology,"Phoenix, AZ","Our rapidly growing staffing company is actively looking for candidates who are skilled in Quality Analyst,Business Analyst,Data Analyst ,System Analyst &Java...",http://www.indeed.com/company/Concept-Technology/jobs/Data-Analyst-5c5063354e321d7a?fccid=f67f16d4706e99a4&vjs=3
5,Business Analyst,Concept Technology,"Phoenix, AZ","Our rapidly growing staffing company is actively looking for candidates who are skilled in Quality Analyst,Business Analyst,Data Analyst ,System Analyst &Java...",http://www.indeed.com/company/Concept-Technology/jobs/Business-Analyst-957c71bd13eb81f4?fccid=f67f16d4706e99a4&vjs=3
6,Data Analyst,"ettain Group, Inc","Phoenix, AZ","Data Analyst Job Summary*:. Metadata, Data Quality, Data Management, Business Analyst, Excel. Building Data Dictionaries:....","http://www.indeed.com/company/ettain-Group,-Inc/jobs/Data-Analyst-bfe4d98d85ce0a98?fccid=6a242008599e722f&vjs=3"
7,Business Intelligence Analyst,Arizona State University,"Tempe, AZ","Carey School of Business has an incredible opportunity for a Business Intelligence Analyst to use their analysis of education, market, and student trends, in...",http://www.indeed.com/rc/clk?jk=30a0a228dfd98dae&fccid=b97aa9a98af93bad&vjs=3
8,Junior Data Analyst,AppZen,"Chandler, AZ 85226",Passionate about data and want to ensure the best customer experience? This position’s primary focus is analyzing customers data and working with our....,http://www.indeed.com/rc/clk?jk=aa8a61816801fd87&fccid=232d2677a5ec1087&vjs=3
9,Retail Data Analyst,The Plant Stand of Arizona,"Phoenix, AZ 85042 (South Mountain area)","All Retail Data Analysts are eligible for vacation, 401k, paid holidays and annual performance reviews. The ideal candidate for our Retail Data Analyst position...",http://www.indeed.com/company/The-Plant-Stand-of-Arizona/jobs/Retail-Data-Analyst-e1350853c175f616?fccid=a2fdf9a9ec7517f1&vjs=3
10,Data Analyst,Ace Technologies,"Phoenix, AZ","Senior Data Analyst. 6+ years of Data Analyst. Data Analyst, SQL, PL/SQL, Reporting, Tableau. Phoenix, AZ (MUST BE LOCAL or able to go for an Onsite interview)....",http://www.indeed.com/rc/clk?jk=4d14168002d5c642&fccid=b7287cc45de81a80&vjs=3
11,Data Analyst I,"Insight Enterprises, Inc.","Tempe, AZ 85283","Data includes images, technical specifications and other data elements. Submit claims for data issues. Ensure automated data feeds successfully populate...",http://www.indeed.com/rc/clk?jk=96c905f103629d2f&fccid=3f1f78890d39a15e&vjs=3
12,Data Intelligence Analyst,Manifest,"Scottsdale, AZ 85251 (South Scottsdale area)","Manifest is looking to hire a Data Intelligence Analyst, with an emphasis on marketing, in our Phoenix or our NYC Studio....",http://www.indeed.com/rc/clk?jk=cfab976a9341e2a9&fccid=c832a1f118023428&vjs=3
13,Data Analyst Intern,Intel,"Phoenix, AZ 85018 (Camelback East area)",Perform data mining on both structured and unstructured data. You will be a member of a team which specializes in data science and operational excellence....,http://www.indeed.com/rc/clk?jk=2b6a6ca5732270ab&fccid=f1374be6a45f4b8a&vjs=3
14,Billing Analyst,CBRE | FacilitySource,None,"3 years (Preferred). Attention to detail and accuracy focused. This position offers a flexible work schedule in a fast paced, team-oriented environment with a...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C_b9V1Oc8iIK71Hn6EoWl1qL12MzA91_MwuoN-hYCyUAm9pE2BxsvT_6te6lqsCLsmY9kD2iEF0FJ-Hh1Nc4OI3KFMt8XhCA3FGH3tK0nzl-y_ZCMx0a_j4skvXyZIhOG6PhNFuV2Ph9cvgt11VZHfraX4LlYQUFO46mYZVpvy5aTFj5woX1_StEfb6FEFAe8RBc9PVq5jli0kYizvM8SS8vIEuc9hx0GCsIh4hsLWoXqQz8UIcyTnuTeMYGfFGd6Hoj9TECxkYu3pIbfSYplGZWAUfrbUYakuZ_16OinHw_ccwkC3RYlQQlFbI2UqvCXMUuAGudv5uxXz1jSo0owmUFGxwmRDssO_eeaCRej7831vi463aKUcmr05QIULAgqcETyRHYsllXQQZvpatkM-Ns8eYT4lQhYWyaF9NLa7eg==&vjs=3&p=5&sk=&fvj=1
15,Data Analytics Associate,First Help Financial,None,Experience in analyzing large and complex data sets. You will see the challenges and opportunities of building a company through technology and data and use...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dl5fZaZjrag2gWfgYaO97yVWt_ZSEP44bpS_FstDyyEthTO4pBqv5pgTEsuY-1mcJme8a3SykJdumAXLza4n0yF1ZtAurNNA_xdZCCl2lbCEfDD-5QHki15k-3IBomT5HDZxS17eOBUCfZFW2VuFUEJfby1GJi7eqboIYJSVqUhHR2i60a915BkbjQ2dHqtZaFYpXGpktKthWpKHyN8JrkRKw6JgyU6e5VfEVHOPpBkNCSb__L_343RzF-7U8SEya8AZrbUifGmccUA0gBBVjls-FGrlPV2gioHLrND0Dh5HS14tZGm0kTZLwboPmuD-X9Y5hcN-J-I0BOBYY9wq7m0uOYU9vJfvy69o1U0kxVHiPX-H5KIVjgB-l4aiBxZIh38XdBix5-QQII-1mouX2Ygn6zLdHQRIps4ZNVa2jNe0grVGeQVBGF&vjs=3&p=6&sk=&fvj=1
0,Transportation Analyst,Ryder,None,Transportation Analyst- Full Time. Strong Excel & Data Analysis Exp. Execute analysis and data preparation in support of sales activities....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D31HecsZnCCw9qqvpsD9_vh33AQqJiqawrUhKlWEySOfwv7txuGgonNGTUNLCm3mp4ahluoNcVIEZwZOtrEgr2vm0iSxcTyyQL5JcRPpdEvb6DDNi8eVbt96uOXYIKAmn4oOjA8V8hTWjceIRB53uJonb7RbeNXRT8SNYGlqjgQ9UmV3aa3DfmUy8fbceDEmJIyNVvMPmLmv-1pgPye0zt9CpJ2hmli4BrSeN5f7YcxMJUWMRB1jMGnZCA0Wg4fFQQYTeUEB5JNnJpBxY3npRD-nbGvIBDtP5dnSqJpesyx7M4Gi9aKAf8npAXElhejpGK19jW01Ans0WV82IhWiBN6ICDAK_APdShvngAfPBtAw-FMmrMgQEin8VGHOzp4Yt-kp9fAaaHam19j5hWlPS9OBXgonuScbsrftuiCmdB_faFMBrxnnLU2mfVdS5zSQfCQDWHdRWmNGUX-UqZTlD7_-ghTQ4eNJJ2Lx7Ol3xrgZV5iTJKTrpgFLB_PCWUm_2KAN9BfhCYIZYG01Eu9-fYz3Oai6NDF8I4etc1wETUXYPvE_YpkBqMayh5PgcQCH2m3ZzE1ByZS55YlJxZlFHf&vjs=3&p=1&sk=&fvj=0
1,Open Interviews - Data Mapping & Validation Analyst- Loan Tr...,Shellpoint Mortgage Servicing,None,Data Mapping & Validation Analyst- Loan Transfers. Shellpoint Mortgage Servicing Winter Hiring Event!...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWBr0kUmbIj9lTpO2r1ziIeyHy4mrxFvoKkL2fTZifTCYOnW2fMfBI7TZDcncmPePWL-DawlRtMuV_FD-tWbsMovz4BVQjKBGv9av_12rX3pl0exB80mG6eXZMcqeIq1XeJbcMIjSiyGmqDxYlG0HZ1I_vu3LBBEZf_nlaC60LeEtu123Hw2p0i2JaSajx71wvMjrIK3G7IOtgToBi5_3f-VA9vDAR3daEk-bB3TCS1orM-QP8lwgptwAv2d3CexMZoacm9v8qYGtaFbId75geJeL4-oZpXAhAsKEtiyDk9CLxzrbWJ-fkRGoCtfqihJD6_2KLcjRHxlC22JIGq7nShQMgGrfza2QsYoe2HmyrWHO0ieZei_3wvfPqrlNc9YNjDpRL345mVjn&vjs=3&p=2&sk=&fvj=0
2,Open Interviews - Analyst II,Shellpoint Mortgage Servicing,None,Data Mapping & Validation Analyst- Loan Transfers. Shellpoint Mortgage Servicing Winter Hiring Event!...,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWBr0kUmbIj9lTpO2r1ziIeyHy4mrxFvoKqiWULs5hyz4IFYuKqLAVD3pfkjCb318N80cYnb2TMabF2xX6KZATiYvSJ1iX-LBjowl3Vi293Phf9uuM9urs1T_T8YCkftMgGqNeor9P_8qt75eb_j-2wARVJTqODIuxUkf1rmHad3UMovg3ONmrQDJj-S745_OdZr1h04wwwo_Wjty1CDcC1H3pNIAtWNJAD6fEAwn_sy47qqNcPOqd6A1fLs6Xhm6bj1dzzv-tHM0fMzuBIahwmJ3jYJg1emfUTFX9H_Xm0wPi6nDPaVpmnXC3Bw9m2HpKdYg77vElbd4k0WIQspkkWHdPiqZZIpumMw2cXvLWJuX7KzpkmZFuqkh5LhThQeNx0EGto6VXlj_&vjs=3&p=3&sk=&fvj=0
3,Healthcare Data Analyst,"Red Horizon, LLC","Houston, TX 77003 (East End area)","Analyze payment data and assist with billing and collections in an employee friendly environment. $40,000.00 to $60,000.00 /year....",http://www.indeed.com/company/ISPINE/jobs/Healthcare-Data-Analyst-68bd9e4a829113d6?fccid=4e422c682c713b53&vjs=3
4,Data Analyst,"Two Sigma Investments, LLC.","Houston, TX","Help drive continuous improvements to data quality procedures and a consistent approach to how data quality is measured, monitored and reported;...",http://www.indeed.com/rc/clk?jk=377fa5a966597fde&fccid=facc18fe475dac15&vjs=3
5,Data Analyst,Rice University,"Houston, TX 77017 (Pasadena area)","Job Title Data Analyst. Under minimal supervision, the Data Analyst collects, analyzes, and interprets various types of data, using varied types of data sets...",http://www.indeed.com/rc/clk?jk=f927e7a3fb3eac99&fccid=a3d79a6d43cd3473&vjs=3
6,Data Analyst Intern,setld,"Pearland, TX","Quickly interpret and input disparate, public, humanistic oil & gas data into our proprietary data model via reading news, presentations, etc....",http://www.indeed.com/company/setld/jobs/Data-Analyst-Intern-516537337d0da715?fccid=ff640c312a024204&vjs=3
7,Data Analyst,Johnson Matthey,"Pasadena, TX","Coordinate the collection of customer project data, Tracerco laboratory data, and other Tracerco records in support of specific project reports....",http://www.indeed.com/rc/clk?jk=f7dfa72c819f5c1c&fccid=9673e66ed325932f&vjs=3
8,Students Seeking Data Scientist Internship Opportunities,ExxonMobil,"Houston, TX 77046 (Montrose area)","Data extraction/transformation/loading, data filtering and quality control, exploratory data analysis, feature engineering and visualization....",http://www.indeed.com/rc/clk?jk=de127680da8184c0&fccid=1ddb91d85c72e885&vjs=3
9,"Analyst, Strategy and Research",Deloitte,"Houston, TX","This individual is responsible for producing client-ready deliverables by analyzing client measurement program data, providing logical insight, and facilitating...",http://www.indeed.com/rc/clk?jk=7cdd41f9943c9f6b&fccid=9e215d88a6b33622&vjs=3
10,"MVP, MAOP Data Analyst",BHP Engineering & Construction,"Houston, TX","MVP, MAOP Data Analyst. Against baseline GIS data and understand any gaps that may exist between the two data sets....",http://www.indeed.com/rc/clk?jk=4a5ccd21669d3f1b&fccid=8604142a3052e58f&vjs=3
11,Data Support Analyst,TechnipFMC,"Houston, TX",Experience related to Data Management domain. Deliver new Data Centric applications to the business. You will work closely with local IT and local business key...,http://www.indeed.com/rc/clk?jk=adeca4f0e6326461&fccid=1f21273599e9ffba&vjs=3
12,Data Analyst I,Virtus Partners,"Houston, TX 77056 (Galleria-Uptown area)","Processes and reconciles data in various systems. Strong attention to detail. Monitors and manages large volumes of transactions, assist with deal and asset on...",http://www.indeed.com/rc/clk?jk=db935873020fcc4c&fccid=fb88236932114027&vjs=3
13,Logistics Analyst,Airgas Inc.,None,"Excellent computer skills with attention to detail to confirm systems data (tank readings, telemetry readings, planned deliveries);...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cu05qV-dBeY4HOo5oCKPuD8N1Xr-YezRPSDmxFwbocUbQ7jHqOMpX5bgN-gY_NO1EYTQqMxOhQhW1zZAMlCVPBxJDIn3ELVCtUJQfTI4uRUlGMV98GOKqsN8V4U95AHWxNoLiCSOw133Oa9yqQ6Aio9hUoj2IPpDVw49nZvalrRaGiLy5jZVQ6-0YEgWD-VKwzjGjHflWqfe7PGEwwCKUTboD8vc3kC96WCFVojXnpD5AzVkl8BNg-ZkdBqTwcqOOPa5FwSaLrKyAMZI79rzQBOIrabAPLeEPWzivW253KxmJwA3xgyirGEMXBxc8igsZLlhj0Fr21SGXPt75K37UgsvlALnkOrvZNIc_UGgeRrjtUKBZdM_mCfTH73nrYxymno3Lo4tkSKj5B048p09n6P7O76ypvfCpC7v5tO5EPoUCsIMlMiIrGmKDq4XGseCYa5ockx6mWEtjLXmTACPJXTkMvnrNI3ypIi7yqH9ktsHM3d4vs1JgM9dWSB0uJIbs=&vjs=3&p=4&sk=&fvj=0
14,Data Analyst,"Bray International, Inc.",None,"IT Data Analyst:. Develop data collection systems, data analytics and other strategies that optimize statistical efficiency and quality....",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvrjnhlIknunj6B5uFGHHla5BSmGDnouF8_mjReNBU2kRZZ3EzJErppIM5N1NULTnPDd2Dv5_FL5xrQaNGHRywAcrtafe5vDzm0Ym6Tj9jg_QK7NJtk0kRqDF8ko1J07sx-g-3s98Dg24Q0z4g4rnEPNAtLY9r3tI3mzRLKE8wCfETdLwi3IxDnj4TkSp3Wn9VMJzn_YCeTwI7DRwP526A-iZhU7JX7_fs8-wIHNVLlzDAgJJwxHSjrNlJ2evxxfNwht3YN4oUFjzPBgLKKcavx24xVaiI8TDcQAEgniEkKViDXm33XaxwrfeSLD1TgwEhel85cuiGG2NXdzLE0z8dJvYdq5GA-y7ywe6iLprK8DQ4-4tRXrnJB18Hy7AQiNULKGpOKER1uU6LHLqrFe5oBzoUFk4ifoqPXcDZR9PlGIG4OlgnkCPiQ1OoLF4ssA7C-NOg6WqVF-15dbK5x1Qa2Z7kKNgovqmbJk7z5JeGQm3xRLcV8-eGAxy2TEecHYAgXXm0mTpS9YNXoZ6MhrH-_S7JrWxspC6qAGznTz7KjAJixeFCGnUH&vjs=3&p=5&sk=&fvj=0
0,ERP Admin / Data Analyst,TM International,None,"Familiar with relational data structures, theories, principles & practices. As an ERP Admin / Data Analyst, you will be responsible for supporting the ERP...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMep_nPEW7jpie6Jb9WUyK7BnbnJUZFCER2Iw4MRA0el08CX1V6PwkQTGhHa6VdFU3spj7rr5iQIOU3zkUqigWfKPwuF_3MZKVOk11wJXQfbRk92lh4ORaKOrzOJ4OtzcUNfw9ltsgmDYU6t2BrVQD7IflstaUISY4afatqks-H9pxbEqHc0EQBX8pc7qw8ZZYbzeYpHk7mrwOJHsIH1ms2mOp6EafHKF62A3gAHrUyRYzyqHXFDmSm9oUz1Gmfn2LhvVZ-4MasaAyVb81hiToFJ1hUYB2Gf88xqcb60ILNLl5EaH5XRzxNJv8tyYy_Ns76vyT81gpZhkCRv3-8JQjS1wXR4EDPBTwzKH3p6llKHegOXAQQN7AVHGVWmGTw4foQQMX2W4VAhgqssCv5az7Qi7G3gLQY5tcq3oxXKn32GNhMwwClOIE&vjs=3&p=1&sk=&fvj=1
1,Business Intelligence Analyst,MST Global,None,Data modelling experience. Experience with data warehousing technologies and architectures. Experience with data visualization tools such as Power BI....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2N11rA2IzGEFA1gIRYijdmeIk4rnPz7UueH3PKdLFH1lrtfW5WUyRmHFpGe0ZcdkSr7RuSvxgf2SfGMX3O51yx4Cy4W9GmAGzmlSivYmHb0VcB-UyLLdjbSIsQd7WqlZvaSBZ8nyR5hAjR6_UvX0XjpPbfKnK0owJu-WjDjHhr49JlMj0B4Vze1qAdj7kzB_BAOw0uRMqHZZC_Ui1tp6lfpNAzqKW1IQFqhQfggAEyXzy5HRvIIFwyV8tppvPGXEOh1qFQJqCLfUzpvM-ixcHvUBlE29aqmjxkD11Xc1XGhnRrvby8cqqFXi7WgIXHa7P06rrof5DmAXjF2-6Yegcb1XdIJRtOgDMqZIu9jrKHwjFeDIHTnMTBHm63NNLV5R3egX9zHgkXVumFY7zHmEmrBSpcHxIhdJthqdpwkJeNFtjc3aQ4ZxkSSQuH3TStc0=&vjs=3&p=2&sk=&fvj=1
2,Rotational Program Engineer,"Modular Mining Systems, Inc.",None,Perform Modular systems data analyst in support of technical support function. Conduct analysis of business system data....,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQ561ay1wlpwwhdtq6_0MXzi4IddAut0DfJRQGYNB4Gj88BMJESJaQcFlf-S-PxP8Mt52H2LMtE4EemeFCD3saoESDB9wbTEsh3pAhKjRqz5Rw3yOkGMhzt1cjz1V4f12hWIVvjWOQITMnBuz9hJWWzCae015M4delML_7DlrNpe23g_wFLM9TIukQi9djG6v1wRoY_npdDUZZV0-fPoEXw-BlU-VWZjUX8uxQskDQG5si1Gr17iXolknQhmMi_qMtnuVsOMUChSOhxZ1g8t_6m_XikFZpZbCnbluq9xpaKJcI7tql5l7lUuL_td9A3irvBnALjlxlC1E1UQtXW50iS2wNwaYArj-fv64_antP0tUfOXH2l86FruEZ_Q-qgB-CujPrjZmK4VmtALYWfE-CLmVW1QyPPD4KsMUpp-TuZPyZAyRUOvG7lN1QucHs3fm_qaTnMJuCZ4ZsBBhK0kCbUGBd1Zj0q8F4ytpKdjmbTMa0c6oQ_KcAMsEfJB3NXU0=&vjs=3&p=3&sk=&fvj=0
3,Information Analyst,Banner Health,"Tucson, AZ",Validates data to ensure integrity and consistency across multiple report and data sources. Review data for problem identification and significance....,http://www.indeed.com/rc/clk?jk=4454c252d0c90253&fccid=f54837e1fe3c9a9b&vjs=3
4,Business Analytics Analyst,Leica Geosystems AG - Part of Hexagon,"Tucson, AZ",Design end-user data driven solutions to drive long-term business growth including data visualizations and dashboards....,http://www.indeed.com/rc/clk?jk=0736ea340675c2ff&fccid=0a22ab36cf7af12f&vjs=3
5,Clinical Data Analyst,Conduent,"Tucson, AZ",CLINICAL DATA ANALYST- Tucson. 4+ years of data analyst experience. Conduent is the world's largest provider of diversified business process services with...,http://www.indeed.com/rc/clk?jk=51686c59e66dde09&fccid=88f5eba43de70e76&vjs=3
6,Financial Analyst I,Raytheon,"Tucson, AZ",Raytheon Missile Systems Finance Organization has an opportunity available for a Financial Analyst in support of Program Business contract management....,http://www.indeed.com/rc/clk?jk=d739dde58939add6&fccid=aa53b551f9df0210&vjs=3
7,Invoice Analyst,Bombardier,"Tucson, AZ","The Invoice Analyst is responsible to coordinate the process of gathering, preparing and analyzing data to prepare and present a correct invoice to the customer...",http://www.indeed.com/rc/clk?jk=61b85da29d6c4a8d&fccid=b3f8eab3b50969f8&vjs=3
8,Senior Financial Analyst,"Pascua Yaqui Tribe, AZ","Tucson, AZ","The incumbent reviews, compiles, and reconciles a variety of general ledger accounts, monitors budgets, analyzes financial data and prepares monthly reports....",http://www.indeed.com/rc/clk?jk=4a4a09e7de1a0de6&fccid=8cd8683977828807&vjs=3
9,Paid Claims Reporting Analyst,Banner Health,"Tucson, AZ","Knowledge of data transfer protocols, ability to manage data files with mainframe system experience (non-Microsoft)....",http://www.indeed.com/rc/clk?jk=fd66726958b0a03f&fccid=f54837e1fe3c9a9b&vjs=3
